countries	var_analyzed	2021/5	2021/6	2021/7	2021/8	2021/9	2021/10	2021/11	2021/12	2022/1	2022/2	2022/3	2022/4	2022/5	2022/6	2022/7	2022/8	2022/9	2022/10	2022/11
Greece	rep_rate	0,914	0,825	1,326	1,038	0,946	1,124	1,123	1,208	1,105	0,963	1,037	0,783	0,880	1,228	0,823	1,106	1,159	1,062	1,040
Greece	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greece	vacc_hundred	NA	36,48	49,74	55,25	58,96	61,39	63,69	67,8	70,63	72,57	73,15	73,35	73,42	73,46	73,5	73,53	73,55	73,57	73,59
Greenland	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	88,505	318,618	371,721	371,721	371,721	371,721	371,721	371,721	371,721	371,721	371,721
Greenland	cases_million	708,04	885,05	2106,418	5912,132	10195,773	14143,095	25772,648	46217,297	189524,551	207544,164	211898,609	211898,609	211898,609	211898,609	211898,609	211898,609	211898,609	211898,609	211898,609
Greenland	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greenland	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greenland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Greenland	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grenada	deaths_million	7,971	7,971	7,971	15,941	1123,873	1578,205	1594,146	1594,146	1673,854	1721,678	1737,619	1753,561	1801,385	1849,21	1865,151	1881,093	1889,063	1889,063	1889,063
Grenada	cases_million	1283,288	1283,288	1307,2	3674,507	41407,95	46549,072	47003,404	49267,091	98326,943	109167,138	111685,889	116603,831	141480,484	146318,718	149738,161	153747,439	155716,21	156154,6	156473,43
Grenada	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grenada	rep_rate	0,000	0,002	0,058	1,042	1,437	0,495	0,519	1,125	1,296	0,582	0,340	1,085	1,188	0,919	1,056	1,060	0,634	0,289	0,163
Grenada	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grenada	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guatemala	deaths_million	457,579	516,423	579,413	668,351	760,147	845,891	893,47	902,661	918,24	951,081	970,191	985,434	1017,266	1040,187	1066,862	1092,249	1109,342	1114,554	1118,084
Guatemala	cases_million	14257,914	16452,837	20650,402	26355,036	31400,902	33713,007	34632,761	35214,191	38684,898	43543,754	46451,356	47441,722	48251,858	51037,794	58416,332	61755,173	63016,836	63915,293	64810,22
Guatemala	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guatemala	rep_rate	1,010	1,117	1,140	1,088	0,949	0,806	0,869	1,056	1,465	1,042	0,830	0,870	1,061	1,400	1,142	0,838	0,854	0,938	1,140
Guatemala	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guatemala	vacc_hundred	NA	0,9	NA	NA	NA	18,3	22,85	26,27	29,64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea	deaths_million	11,617	12,338	15,874	24,316	27,346	27,779	27,923	28,212	30,232	31,748	31,748	31,892	31,892	31,892	32,108	32,253	32,397	32,902	33,479
Guinea	cases_million	1672,301	1715,088	1853,478	2128,599	2194,259	2211,72	2220,162	2312,591	2609,502	2626,17	2630,643	2637,137	2652,65	2656,474	2699,117	2703,59	2716,722	2745,223	2752,871
Guinea	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea	rep_rate	0,917	1,107	1,245	1,029	0,797	0,787	0,680	0,882	0,887	0,499	0,249	0,119	0,065	0,018	0,010	0,026	0,119	0,418	0,310
Guinea	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea-Bissau	deaths_million	32,295	32,77	36,095	56,516	64,115	66,965	70,289	70,764	74,089	79,313	80,738	81,213	81,213	81,213	81,688	83,112	83,112	83,587	83,587
Guinea-Bissau	cases_million	1788,581	1832,749	2127,205	2754,111	2900,388	2913,212	3058,54	3079,437	3602,808	3799,903	3870,193	3895,364	3927,184	3964,703	3995,099	4032,618	4177,471	4202,168	4202,168
Guinea-Bissau	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea-Bissau	rep_rate	0,935	1,200	1,351	1,073	0,673	0,625	0,688	0,877	1,141	0,845	0,677	0,460	0,345	0,292	0,097	0,020	0,004	0,000	0,000
Guinea-Bissau	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guinea-Bissau	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guyana	deaths_million	481,003	579,924	668,953	769,11	971,898	1128,935	1229,092	1303,283	1444,245	1508,544	1515,963	1518,436	1525,855	1550,585	1571,606	1580,261	1583,971	1583,971	1588,917
Guyana	cases_million	20961,338	24798,232	27849,942	31590,388	39354,442	43955,5	46831,626	48932,458	74053,42	77802,522	78213,043	78485,076	80080,175	83334,673	86317,138	87835,574	88212,71	88332,651	88558,933
Guyana	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guyana	rep_rate	1,037	0,987	0,999	1,178	1,119	0,881	0,952	1,172	1,298	0,574	0,637	1,108	1,496	1,137	0,967	0,835	0,744	0,882	1,179
Guyana	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Guyana	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haiti	deaths_million	27,708	38,584	48,597	50,583	54,035	59,214	64,394	66,724	69,4	70,781	71,903	72,076	72,076	72,249	72,335	72,594	73,975	73,975	74,234
Haiti	cases_million	1305,395	1626,586	1754,51	1816,745	1913,94	2079,499	2188,26	2258,869	2544,41	2619,766	2638,152	2650,237	2666,551	2734,311	2797,151	2896,072	2911,782	2918,515	2921,536
Haiti	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haiti	rep_rate	1,327	1,063	0,873	0,906	0,993	0,997	0,988	1,055	1,169	0,799	0,824	0,996	0,945	1,059	0,961	0,792	0,399	0,242	0,158
Haiti	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haiti	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High income	deaths_million	1255,879	1283,716	1301,108	1338,477	1405,319	1470,008	1539,379	1629,757	1733,531	1841,543	1931,774	1978,481	2008,552	2033,456	2066,918	2108,799	2138,643	2166,367	2193,932
High income	cases_million	62556,643	64065,524	67710,44	74381,772	80396,998	85617,569	93820,893	109890,144	161492,227	190535,93	221083,944	237844,519	249310,348	261059,032	279836,501	295926,552	305247,588	314409,721	322872,622
High income	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High income	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High income	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
High income	vacc_hundred	23,3	33,54	44,6	53,01	59,19	64,39	67,24	69,37	71,05	72,14	72,8	73,19	73,47	73,67	73,87	74,02	74,18	74,33	74,44
Honduras	deaths_million	608,941	671,436	750,897	848,281	937,135	981,419	997,042	1000,014	1007,586	1027,523	1051,581	1044,105	1044,68	1045,351	1047,843	1051,677	1053,69	1057,908	1058,483
Honduras	cases_million	22834,299	25185,812	28478,39	32470,201	35080,895	35980,649	36218,168	36366,066	37561,52	39415,086	40359,219	40562,136	40772,241	40962,409	42164,956	43462,971	43745,539	43802,762	43901,968
Honduras	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Honduras	rep_rate	1,044	1,047	1,049	1,006	0,916	0,817	0,714	0,621	0,565	0,587	0,720	0,825	0,922	0,955	1,013	0,905	0,705	0,543	0,531
Honduras	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Honduras	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hong Kong	deaths_million	28,042	28,175	28,309	28,309	28,442	28,442	28,442	28,442	28,442	99,348	1044,885	1242,912	1252,26	1255,331	1268,951	1293,921	1356,815	1388,328	1435,064
Hong Kong	cases_million	1581,148	1592,097	1600,243	1617,335	1631,356	1648,581	1660,599	1689,041	1895,748	36820,543	154551,499	160800,111	161933,661	166353,29	180801,011	205745,919	235737,254	256208,185	282852,684
Hong Kong	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hong Kong	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hong Kong	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hong Kong	vacc_hundred	13,63	19,77	32,53	46,05	55,87	NA	60,55	62,25	64,24	NA	77,68	81,93	84,62	86,19	87,02	87,98	89,45	90,02	90,37
Hungary	deaths_million	2983,053	3009,038	3012,45	3015,66	3028,903	3082,98	3463,424	3931,454	4154,082	4409,317	4561,916	4635,255	4665,956	4680,002	4694,349	4744,613	4765,883	4809,525	4844,54
Hungary	cases_million	80717,715	81077,892	81214,639	81500,173	82540,374	86625,13	110672,655	126053,645	155850,067	179340,773	185794,574	190725,295	192406,793	193444,988	197192,842	205526,69	210101,147	214853,786	217345,834
Hungary	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hungary	rep_rate	0,617	0,595	1,011	1,354	1,413	1,567	1,446	0,860	1,414	0,836	0,857	0,963	0,841	1,149	1,190	1,232	1,177	0,949	0,778
Hungary	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hungary	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iceland	deaths_million	80,45	80,45	80,45	88,495	88,495	88,495	93,858	99,222	123,356	166,263	270,848	319,118	410,294	410,294	480,018	571,194	571,194	571,194	587,284
Iceland	cases_million	17634,613	17830,374	21343,352	28932,457	31646,299	36180,991	47985,669	72563,106	181476,148	348197,789	486429,447	497660,249	504932,918	520207,668	542116,851	548981,907	551449,036	553377,152	555374,99
Iceland	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iceland	rep_rate	0,732	0,727	0,931	0,997	0,881	1,299	1,222	1,369	1,380	1,239	0,803	0,493	1,178	1,553	1,120	0,863	1,117	0,878	0,184
Iceland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iceland	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
India	deaths_million	234,195	281,87	299,435	309,786	316,361	323,487	331,115	339,751	350,163	362,71	367,761	369,639	370,199	370,554	371,441	372,51	373,035	373,333	374,423
India	cases_million	19881,159	21459,364	22337,302	23152,32	23826,805	24193,102	24412,526	24599,379	29262,126	30293,437	30360,282	30397,971	30455,582	30673,2	31073,321	31355,618	31464,83	31509,656	31523,222
India	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
India	rep_rate	0,897	0,701	0,931	0,997	0,913	0,864	0,900	1,110	1,709	0,434	0,466	1,102	1,020	1,392	1,069	0,855	0,832	0,771	0,815
India	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
India	vacc_hundred	NA	4,07	NA	NA	16,76	23,22	31,61	42,57	50,09	55,78	58,65	NA	62,7	64,53	NA	NA	66,92	NA	67,09
Indonesia	deaths_million	183,585	212,307	341,628	482,84	515,203	520,524	522,066	523,025	523,845	538,418	562,934	567,173	568,386	568,916	569,845	571,925	573,906	575,79	580,142
Indonesia	cases_million	6612,32	7906,575	12376,194	14844,94	15299,758	15405,943	15449,685	15472,592	15801,629	20197,535	21825,004	21948,336	21978,016	22099,566	22530,191	23080,86	23345,164	23568,23	24191,693
Indonesia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Indonesia	rep_rate	1,015	1,286	1,185	0,769	0,614	0,724	0,833	0,897	1,866	1,489	0,569	0,498	0,873	1,425	1,255	0,970	0,820	1,086	1,162
Indonesia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Indonesia	vacc_hundred	3,86	4,89	7,45	13,01	18,55	26,75	34,65	41,26	46,47	52,43	57,83	59,94	NA	NA	NA	NA	NA	NA	NA
International	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
International	cases_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
International	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
International	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
International	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
International	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iran	deaths_million	905,2	951,592	1023,483	1217,316	1359,991	1426,338	1466,168	1486,224	1495,801	1545,309	1583,321	1593,248	1595,868	1596,703	1603,581	1624,687	1631	1632,694	1633,338
Iran	cases_million	32897,993	36189,006	43715,225	56375,279	63094,344	66906,832	69084,198	69953,261	71972,141	79631,663	80882,824	81554	81671,232	81740,029	83466,726	85024,424	85246,749	85348,408	85371,626
Iran	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iran	rep_rate	0,852	1,005	1,219	1,052	0,815	0,907	0,831	0,803	1,475	1,050	0,603	0,840	0,658	1,066	1,804	0,751	0,626	0,812	0,687
Iran	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iran	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iraq	deaths_million	368,01	386,236	419,295	468,131	500,268	520,72	535,328	542,924	548,115	561,599	565,532	566,589	566,768	567,263	568,926	569,623	569,825	569,892	570,027
Iraq	cases_million	26999,026	30247,668	36555,971	42434,033	45021,966	46189,371	46771,984	47054,436	49680,327	51752,665	52129,26	52253,81	52322,625	52783,519	54944,067	55237,867	55285,31	55319,066	55369,407
Iraq	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iraq	rep_rate	0,898	1,073	1,134	0,916	0,789	0,849	0,857	0,835	1,690	0,734	0,654	0,782	0,952	1,620	1,137	0,701	0,664	0,662	0,528
Iraq	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iraq	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ireland	deaths_million	983,654	995,002	1002,367	1013,715	1044,971	1082,199	1125,2	1176,961	1221,554	1293,422	1344,387	1410,879	1454,08	1492,9	1527,938	1560,588	1581,093	1601,2	1631,858
Ireland	cases_million	52167,503	54136,005	59918,282	70165,125	77627,636	88708,823	113498,456	156986,272	235513,152	258887,924	290542,23	302026,554	310889,593	318650,127	327320,456	329866,688	331199,926	332925,153	334563,382
Ireland	icu_million	8,76	6,769	5,375	12,144	14,533	20,107	26,279	23,491	19,311	15,13	12,144	11,746	8,162	6,968	9,158	6,769	NA	4,977	3,384
Ireland	rep_rate	0,990	0,975	1,262	1,086	0,954	1,129	1,155	1,217	0,932	0,941	1,236	0,738	0,963	0,958	0,994	1,065	1,261	1,177	1,138
Ireland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ireland	vacc_hundred	19,01	37,6	56,69	68,65	74,41	NA	76,52	77,25	78,01	79,52	NA	NA	80,51	80,61	80,67	80,71	80,74	NA	80,77
Isle of Man	deaths_million	343,057	343,057	343,057	449,523	603,308	674,285	780,751	792,581	839,899	946,365	993,683	1206,615	1253,933	1277,592	1348,57	1372,229	1372,229	1372,229	1372,229
Isle of Man	cases_million	18832,659	19081,08	51257,482	78974,141	89691,722	114640,263	134135,377	161367,024	255128,114	270234,462	338183,453	380970,97	389973,265	431341,235	445927,083	449617,905	449617,905	449617,905	449617,905
Isle of Man	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Isle of Man	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Isle of Man	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Isle of Man	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	deaths_million	678,59	680,495	685,046	745,37	821,357	857,234	867,393	872,367	931,845	1079,268	1109,641	1131,866	1148,481	1159,699	1204,043	1229,76	1238,015	1245,317	1255,477
Israel	cases_million	88842,735	89086,358	92498,465	112853,424	135698,804	140486,612	142201,291	146463,329	306971,002	384644,195	414670,865	431379,405	437984,443	460687,163	484924,966	490360,567	493445,867	495761,562	499778,813
Israel	icu_million	6,879	3,175	3,704	21,695	30,268	26,987	14,711	7,832	33,972	38,946	25,717	13,335	7,832	6,773	11,43	12,065	5,715	3,598	4,762
Israel	rep_rate	0,662	1,533	1,601	1,361	0,912	0,656	0,907	1,435	1,613	0,658	0,946	0,752	0,911	1,366	0,870	0,683	0,983	0,989	1,191
Israel	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	vacc_hundred	54,6	55,04	57,26	58,46	60,09	61	61,43	62,89	64,63	64,89	64,96	65,01	65,04	65,08	NA	NA	NA	NA	NA
Italy	deaths_million	2136,406	2160,763	2169,182	2188,796	2217,592	2237,562	2266,831	2327,369	2481,441	2621,505	2699,692	2769,546	2823,58	2851,63	2914,861	2974,297	2999,654	3033,683	3067,509
Italy	cases_million	71443,117	72156,02	73682,491	76900,159	79142,193	80829,426	85175,514	103759,236	186036,353	216520,721	248017,971	278860,179	295090,718	313751,764	356384,247	370404,698	380559,622	398577,754	410936,634
Italy	icu_million	42,753	16,752	3,879	9,282	9,689	7,402	11,569	21,342	29,083	26,238	11,992	8,351	6,284	4,421	7,351	6,741	3,506	4,302	5,132
Italy	rep_rate	0,743	0,666	1,386	1,078	0,868	1,029	1,259	1,410	1,206	0,733	1,093	0,964	0,797	1,237	1,033	0,780	1,050	1,019	0,949
Italy	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Italy	vacc_hundred	20,8	32,11	53,63	62,32	69,56	73,06	74,68	75,79	78,09	80,41	80,99	81,12	81,16	81,19	81,21	81,22	81,23	81,24	81,25
Jamaica	deaths_million	335,293	380,21	420,884	536,892	661,036	790,838	846,012	874,661	940,092	994,913	1021,44	1047,612	1080,859	1106,324	1129,667	1150,888	1173,17	1174,231	1202,172
Jamaica	cases_million	17173,838	17728,061	18708,119	24096,85	29616,444	31482,835	32273,319	33218,009	44037,912	45266,611	45539,301	45971,149	48548,799	50507,501	51769,446	52981,168	53699,5	53735,576	53942,835
Jamaica	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jamaica	rep_rate	0,851	0,924	1,265	1,343	0,917	0,769	0,858	1,331	1,309	0,534	0,777	1,310	1,460	0,937	0,970	0,984	0,781	0,153	0,190
Jamaica	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jamaica	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japan	deaths_million	105,356	119,272	122,572	129,623	142,402	147,372	148,122	148,38	151,793	190,961	226,895	238,569	247,056	252,364	263,111	322,238	362,383	377,284	400,575
Japan	cases_million	6022,402	6450,763	7475,525	12056,084	13755,939	13895,276	13931,217	13983,73	22135,445	40442,432	52964,334	63598,557	71426,655	75289,829	103228,777	153018,06	171792,091	180107,193	200201,44
Japan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japan	rep_rate	0,960	0,788	1,361	1,251	0,567	0,520	0,766	1,248	2,347	1,033	0,899	0,965	0,930	0,896	1,559	1,005	0,721	0,949	1,225
Japan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Japan	vacc_hundred	3,29	14,79	33,36	49,55	63,28	75,72	79,75	80,44	80,72	81	81,27	81,97	82,36	82,6	82,73	82,88	83,01	83,06	83,1
Jordan	deaths_million	838,393	863,912	888,899	922,481	949,683	978,037	1028,542	1121,136	1171,11	1225,869	1243,235	1246,159	1246,337	1246,514	1247,046	1250,235	1251,299	1251,299	1251,299
Jordan	cases_million	65261,577	66579,153	68289,964	70630,412	73004,441	76426,595	84525,391	94224,418	108570,137	144579,663	149964,89	150253,746	150359,365	150559,615	151506,108	153775,848	154794,998	154794,998	154794,998
Jordan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jordan	rep_rate	0,674	0,881	1,088	1,059	1,055	1,131	1,219	0,967	1,255	0,989	0,489	0,470	0,301	0,051	0,044	0,416	0,504	0,101	0,003
Jordan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jordan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstan	deaths_million	377,41	399,99	467,935	666,873	820,033	880,4	919,94	938,808	954,119	976,235	980,05	980,153	980,256	980,41	980,617	981,596	982,06	982,163	982,215
Kazakhstan	cases_million	22834,057	24883,29	33064,649	44519,079	49636,153	52596,356	54385,612	55290,139	68321,123	71691,419	71852,879	71888,501	71907,781	71958,405	74220,288	76213,741	76482,583	76550,786	76587,027
Kazakhstan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstan	rep_rate	0,929	1,029	1,260	0,923	0,811	0,905	0,875	0,897	1,408	0,505	0,420	0,793	0,944	1,520	1,958	0,816	0,605	0,603	0,237
Kazakhstan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kazakhstan	vacc_hundred	NA	10,31	NA	27,66	33,74	38,62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kenya	deaths_million	58,711	67,262	72,759	87,474	94,822	97,747	98,746	99,542	103,336	104,373	104,539	104,558	104,595	104,613	104,984	105,021	105,095	105,095	105,206
Kenya	cases_million	3160,151	3408,654	3761,289	4365,611	4616,798	4688,54	4721,449	5460,702	5948,472	5977,439	5986,268	5992,746	6015,013	6176,375	6249,079	6259,462	6264,108	6277,305	6323,374
Kenya	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kenya	rep_rate	0,870	1,098	1,125	1,035	0,754	0,765	0,905	1,932	0,597	0,512	0,776	1,021	1,432	1,388	0,655	0,688	0,884	1,288	1,124
Kenya	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kenya	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kosovo	deaths_million	1261,423	1269,278	1273,206	1404,511	1657,02	1670,487	1674,415	1677,782	1691,81	1747,362	1758,585	1760,829	1761,39	1761,951	1779,346	1793,375	1795,058	1796,742	1796,742
Kosovo	cases_million	60042,141	60466,356	60806,963	81356,141	89821,364	90208,544	90393,156	90613,681	115558,199	126954,77	127641,033	127978,834	128139,318	128610,668	142656,338	152333,604	152665,232	152717,978	152744,913
Kosovo	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kosovo	rep_rate	0,399	0,773	1,085	1,792	0,551	0,553	0,859	1,290	2,023	0,590	0,565	0,824	0,887	1,578	1,735	0,695	0,336	0,732	0,753
Kosovo	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kosovo	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kuwait	deaths_million	415,097	461,244	543,467	566,658	573,686	576,497	577,434	578,137	584,93	594,534	598,283	598,517	598,517	598,517	599,454	600,391	600,391	601,562	602,031
Kuwait	cases_million	72436,228	83555,054	93193,166	96010,997	96431,481	96671,122	96831,351	97715,188	127835,927	145212,123	147340,079	147909,548	148334,952	150625,714	153138,313	153996,851	154260,385	155092,687	155233,005
Kuwait	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
